User,Gender,Level,Message
头发炸毛的佑八,男,5,我也喜欢英雄联盟，但是你妈的在魔兽开场舞时刷为了祖安的是真没见过魔兽嘴臭的？就觉得联盟牛逼？这俩游戏我都喜欢，但玩家素质有点低了吧？
SleepyTed,男,5,看了这么多跨年晚会，b站的真的惊艳到我了，心目中的历史最佳！
允与情话,女,4,希望新的一年哔哩哔哩更好[打call][打call]
故人不见芦荻秋,保密,4,我冲着凡哥来的，不过周深和五月天的表演也很喜欢！
顾南以南,女,2,bilibili大发！
荤素搭配嘴上不累,男,3,视觉听觉没得说
一片葉子_,保密,5,今年跨年在外面过了，希望小破站跨农历年也能做这么好[蛆音娘_卖萌]
贞子第n号,保密,4,明年我一定要看b站的跨年
方桃-,保密,5,55555小破站也太好了吧 只能投一个币
改名好难ei,保密,4,来晚了
形状菌,男,3,"说没看直播的不用担心，是录播的
还有还有
我在知乎看到小破站的跨年晚会已经被吹爆了[吃瓜]"
沉迷初恋,保密,4,ohhhhhhhhh
真兔无双,男,4,斥资97亿？能不精彩？？
兰陵缭乱了,女,5,在魔兽里刷lol的是什么沙雕？？
hlj1006,保密,3,小破站跨年必上热搜！！！！！
不咕鸟与知更鸟,男,5,冯提莫咋了...为啥她一出场满屏幕问号...[2233娘_吃惊]
蛮蛮的蛮蛮,保密,4,bilibili干杯！爱死小破站了
4AMPeppaPigzzZ,保密,3,呕吼
鱼鱼Fierce,保密,4,bilibili乾杯！
要叫我男朋友,保密,5,大爱b站，太秀了，干杯
乌蛙Ww,女,5,啊啊啊啊啊啊！
九頭竜yuuko,男,5,我本来是抱着试试看的心态，没想到办的那么棒[喜欢][喜欢][2020]
深绿色wx,保密,5,牛！
灯焰燎断锁梃,男,4,卧槽！卧槽这晚会，卧槽牛比！
延陵梓煜,男,5,那个瞪眼钢琴家是阿婆主吗？
若舞花溪x剑倾呤,保密,4,补课
朱朱三父子,男,4,西周绝美背景
朕心·甚喜,保密,4,刚才在评论区点赞，好多楼主实在是说的太好了，结果小破站告诉我点赞或踩太频繁了，让我等会再点，好气[tv_大哭]
一只有野心的杂食动物,保密,4,为什么只能投一个币qaq啊啊啊啊b站nb！！
死神请带走我,保密,5,再回顾一遍[小电视_赞]
中二病有理数,保密,4,多谢款待，明年再见[2020]
白茶绽花,保密,5,跨年晚会太棒了！新年快乐！！
积雨云丶风,保密,3,神仙策划，以后玩游戏的时候要多想想了，策划不能随便骂了[奸笑]
听说改名就中奖哦,女,5,看过的最好晚会，没有之一
街健小象,男,4,小时姑娘好棒
手提两瓶飘柔,保密,4,[喜欢][喜欢]
29305627989_bili,保密,3,留下脚印
满山梨花为你开,保密,2,自觉留下自己的脚印[2233娘_耶]
天气很冷我很暖,男,5,希望明年也请五月天来唱干杯
哇哇好哈,保密,2,牛逼
公孙未舞轻鸿,保密,5,团团那边过来的，我们元旦扶贫让加班
DoD-Dorothy,保密,4,b站真的让人很意外啊！每个节目构思都太妙了！高水准！
苹果101,女,2,此生无悔入b站
梦之始终,男,5,为什么那么多喷冯提莫呀？我觉得唱的挺好听的！[tv_疑问]
caelia27,保密,3,天呐，为什么我没看直播，痛哭流涕
肖舒瑞,保密,5,阿感动啊 激动啊 真的美好啊！b站越来越好！！
婉婉婉婉美,保密,2,反正就像吹爆b站！什么时候有除夕的跨年晚会呢？
wearezza,保密,3,权游的音乐和特效使我癫狂!#bilibili晚会 二零一九最美的夜#
prayer2020,女,3,来补课
泫颜爱吃肉,保密,2,天依那段真的爱了爱了
维怡的音乐小魔王,保密,4,b站快把亮剑买回来吧[doge]想回看了[抠鼻]
Lionel石立方,男,3,谢谢款待[喜欢]
浊櫞w,保密,4,B站牛逼。感谢大家。哔哩哔哩干杯
那株柳树,保密,3,哔哩哔哩最美舞见怎么没上场[doge]
陈路恒,保密,2,电视上的跨年还在画龙
55029830728_bili,女,2,现在最让我震惊的就是b站晚会和天猫双十一晚会，舞台效果一切都贼棒贼棒的
李同志哇,男,2,失败！[大哭]
bill_bill,保密,4,晚会结尾加上山新的晚安喵就好了！
狂爱老白,女,5,看一场跨年晚会哭了四次，哔哩哔哩真的太厉害了！！！！
peggy190,女,4,吴亦凡真的心胸宽，黑转粉了，顺便get到他的颜了[喜极而泣]
wistt,保密,2,B站可是厉害了，，国乐这段真心喜欢。厉害极了。
上头条的福尔康,男,5,太牛了  B站
江湖红颜,男,2,张光北啊，喜欢看他演的三国，亮剑
秋月真理亚丶,男,4,一开始我还觉得很尬，魔兽的真人cos怎么演得出暴雪CG的感觉，策划是不是有毒？不过，真香啊！看完后我早已热泪盈眶，感慨策划组真是神人啊！欲扬先抑，从真实到二次元，各种经典熟悉的动漫影视歌曲一出，瞬间让人入戏，军歌嘹亮，新老、中外艺术家神仙打架，流行大咖的金曲串烧，各种元素全是经典，高潮不断，根本停不下来。最后五月天唱起倔强和干杯，青春的回忆跃入脑海，载着曾经的倔强与不甘，欢笑和泪水，再一起干杯，不忘初心，不负韶华，砥砺前行！节奏完美，正能量爆棚，满分满分！
魅影豪侠,保密,3,我就没看过这么好的晚会
AlphonseofQI,保密,5,猝不及防。
人海茫茫中静静等待,女,4,好燃
夜微凉-灯未亮,男,5,因为这个晚会我在晚上宿舍里跳了起来，呼喊声贼大，让宿管照顾了一下，第二天送到了导员办公室。回播我循环了一天，我表示求你来个春节晚会吧，我觉得你上你真行！明年期待！以后年年期待！
想不起来a,保密,3,6666666
大扎萌比小婷婷,保密,4,[打call][打call][打call][打call][打call][打call]为小破站打call
怎么还没女朋友,保密,4,有点顶啊
我有一只奇犽喵,保密,5,多谢款待
第一次眺望远方,男,5,把所有台的都看了一遍，感觉北京台的做的还是顶一些，不过我都是跳了采访和一些个人不喜欢的片段看的
私名前はユーベルです,保密,4,小破站牛逼[打call][打call][打call][打call][点赞][点赞][点赞][点赞]
浣熊摇摇,保密,5,前面没有被满足的我后半场一直嗷嗷尖叫啊，太棒了！！！！
无度清风,保密,3,再见2019。你好，2020！
楠か笙,男,4,我咋感觉弹幕好像小学生有点多？？？
Fa-_Q,保密,3,被周深圈粉了[笑哭]
柚子甜橙小姐姐,女,4,疯了 疯了
爱吃巧克力的胖大林,女,3,b站 有情怀的小破站[打call]
房于宴,保密,2,这个b假唱
米啊米啊喵,保密,4,观光团打卡
清欢一辞,女,2,大佬们，跪求周深大神唱的歌叫什么？感谢！[打call][打call]
两津鬼冢,男,5,哔哩哔哩，干杯
思天华,保密,3,12月在B站看番看到限速，结果晚会卡的要死，现在来补课[大哭]
XS嗯啊哦,保密,2,吸吸吸
一闪一闪而逝,男,4,打卡
吾辈如何求生乎,保密,4,啊啊啊啊啊
霜雪花如依,保密,3,B站加油哦~棒棒哒~期待小年夜也能看到很棒的节目呢~不知道会不会举办
我懂得不多,保密,4,[2020]看得好爽，新年快乐！
bili_58633053440,保密,2,把理查德也请来了，牛逼！
四月不思议,保密,4,小破站让人很有点感动呢，哈哈哈哈哈哈，不愧是我喜欢的小破站，[2020]哔哩哔哩 - ( ゜- ゜)つロ 乾杯~
爱吃面包的菠萝树,保密,4,真的太心水了这场晚会[打call][打call][打call]
sodaviola,保密,5,这个只有大陆地区可以看吗？
我叫李富贵,保密,4,不得不说4:3 360简直鬼才[喜极而泣][喜极而泣][喜极而泣][喜极而泣]
70981321347_bili,保密,3,自从看完，不断重温加安利身边伙伴看，我太中意小破站了[害羞]
就是叫二喵呀,保密,2,大鼓老师我要抱走
海棠花开了,保密,5,太高清了！拍摄也好棒，超高质量
仙_游,保密,3,厉害了
看那雪风她来自菲雅利,男,5,我想要 云飞兄版本的中国军魂
赫洛i,男,5,看完之后我确定继续续大会员了，充，都可以充
玉泉鱼香肉丝,女,5,呜呜呜呜呜呜呜我爱我站啊啊啊啊
就是叫二喵呀,保密,2,京中有善口技者
默默看你吐槽,保密,4,[爱心]比预料中惊艳太多了～
raisemywind雯,保密,2,想问是在哪录的呀！想去现场[喜欢][喜欢]
浣熊摇摇,保密,5,接连惊喜！！！！！！！我的妈理查德克莱德曼！！！
江湖红颜,男,2,提莫唱歌比原来好太多了[害羞]
370xky,保密,4,唯一一个不想看表演表的跨年演唱会 我只想默默的等b站准备的惊喜
丷琉玥,女,5,一个字，棒！！！！[打call][打call][打call]
puddingcheng,保密,2,每个人都能找到自己喜欢的。
熊猫君Galgame,保密,4,慕名前来  温习一遍
81654411653_bili,保密,3,好看
雪月初十,保密,4,是给前公司的
暴力少女祢豆子,保密,2,B站真的是多元化，真的太棒了！深得我心哈哈哈哈哈哈
江湖红颜,男,2,不同元素，不同格调，缤纷多彩，赏心悦目，过瘾[惊喜]
迪丽热巴老婆哎,女,4,琵琶声也没听见啊
105457,保密,5,什么叫兼容并蓄[小电视_赞]
evelgnnn,保密,4,感谢款待。辛苦了。 遗憾没看直播。 从头到尾都很喜欢的晚会真的稀有。bilibili干杯
无事抬头望,保密,3,又来刷一遍1
哈哈刚刚好1144,保密,3,我也想评论一下
吸特勒,男,3,好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒好棒！！！！
江咚江咚江翅膀,男,3,谢谢      明年要再来鸭[打call]
Hanamilip,女,5,好气啊为什么我没有看直播啊!!![大哭]太棒了吧
天上传说,保密,2,幸福的感觉
oO留梦里Oo,保密,4,洛天依那个现场怎么样，有没有在现场的出来说下感受
喝巫昂,女,3,周深是什么神仙[大哭][大哭][打call][打call][打call]
北冥南柯一梦,保密,4,真的棒
last东山再起丶,男,3,0.5都没看懂魔术
Wind-blumen,保密,4,有泪有笑，太精彩了
阮阳格,女,3,看空间刷到片段，好了现在我要横躺b站了
櫻蘭雪,女,4,本来想像平常一样跳着看的，但是跳到一个地方看之后，完全不舍得快进，然后从头看到尾
阿喀琉斯式脚疼,女,5,最喜欢第三章
是鹦鹉啊,保密,3,老二次元真的看哭了
北冥南柯一梦,保密,4,我哭了
蓝蓝蓝叶,保密,3,我来补课了
个人练习生蔡,男,5,太懒了
北冥南柯一梦,保密,4,真的太棒了
LawayK,男,5,这在哪办的？想去现场啊！！！！
唐之诗宋之词,保密,3,哔哩哔哩干杯！！
唐之诗宋之词,保密,3,哔哩哔哩干杯！！
G-Home,男,4,这晚会包罗万象兼容包并啊，这几年看过最好的晚会了
渡鸦二三,保密,5,《牌面》
奇想天外,保密,5,明年请小公举来！请JJ来！保证又疯了一大堆人！
远山火,保密,4,现场可以看见的，地板有倒影
嘴炮王者随时待命,保密,3,为什么只能投一个
时光如痕蚀我心,保密,5,吹萨克斯那个是谁
宁园春色,保密,2,没想到B站也举办晚会，超激动！
江湖红颜,男,2,b站崛起了[2020][支持]
驰哥看的就是气质,男,5,央视春晚受到威胁
光07,男,3,老子就剩一个币也要给你 快期末了 忍痛割爱 老子放假再来[傲娇][傲娇]
小小查理,保密,3,请问b站跨年晚会的门票怎么买到的？
櫻蘭雪,女,4,跟其他卫视比，别说直播了，重播都不想看，但是第一次看B站的重播之后，我突然后悔，我为什么没有看直播？里面好多东西都是只要逛B站的人都会懂得的
大凡凡的豪哥,男,3,小破站牛逼！！！
一美的小红花,男,5,打脸    这次弄的还是挺不错的  把很多人喜欢的元素都加进去了   希望b 站把跨年晚会弄得越来越好、
情不自禁的好骚,保密,5,爽啊
jctech,男,4,有人总觉得从微博八卦看点冯提莫的黑料就能判断她的人品呢，心里都没点acdef数吗
SisssssssssS,保密,3,新年快乐 小破站越来越好[打call]
水草精小时候,女,5,太强啦！！！！！
59375042683_bili,保密,2,不拘一格降人才！我们缺人才吗？不，缺平台！
has1152,保密,2,厉害了
一块过期牛肉粒,保密,5,厉害了，
梁岳一护,女,4,这是未来我们的方向啊，立足华夏，拥抱世界，开放，多元，融合，自信，正如盛唐
空sky,男,5,真唱还可以
欧小布布,保密,4,啊啊啊啊啊啊啊啊啊啊啊啊AWSL
电打鱼,保密,2,二刷
楠找游戏,保密,3,秒杀一切卫视台啊
Theo钱,保密,3,新年快乐
萌缓缓缓缓缓缓,女,4,B站越来越好，不忘初心
黑啃啃,男,5,小破站牛逼！我作为一个纯观众都快6级辣，一路看着你强大呀，16年有幸去上海参加过BML，现在都记得那个时候的感动呀[微笑]，加油加油，等一个拜年祭！
Lxinger,保密,3,就想问那个很帅的鼓手小哥微博是什么？
Joker枫枫,保密,3,bilibili干杯
爱吃面包的菠萝树,保密,4,从五三的出现，真的觉得B站太贴心于受众群体了，懂得我们[打call][打call][打call]
夏目ひかり,保密,3,请愿B站把母带抽出来制作个蓝光版，肯定能大卖[滑稽]
格鲁吉亚品质,保密,3,牛逼 祖国万岁
牧羊人-哇,男,4,小破站冲鸭！！！#bilibili晚会 二零一九最美的夜#
七季yx,保密,4,恨只能投一个币啊
三途川领航员,保密,5,这个分p内容真的是强到无以复加
你姐姐萌萌哒,女,3,真的好牛掰！！！
你姐姐萌萌哒,女,3,真的好牛掰！！！
一五一的木子,保密,2,牛批#bilibili晚会 二零一九最美的夜#
以修哥哥,保密,5,好多节目都有回忆的影子，小破站不同往日了，我还是那个陪着干杯的用户，真好。新年快乐
小半呐呐,保密,2,太棒了
爱唱歌的珂朵莉丶,保密,6,到冯提莫那里的弹幕都怎么了？？
oO留梦里Oo,保密,4,V叔干嘛老是盯着无人机摄像头，外国乡下来的吗[抠鼻]
茶泡饭cc,保密,5,[2020]万事顺利~！
不是超威蓝猫的蓝猫,保密,5,没赶上直播的朋友们没关系！！除夕夜拜年祭直播我们再约呀~
予鹿聿,保密,4,哔哩哔哩-(゜-゜)つロ乾杯~
总有小妞要害朕,男,2,哔哩哔哩干杯
夏虫不出三天,男,5,后悔了没看直播
眉梢轻挑う,保密,4,我为什么没来b站看跨年[大哭]
想浪的亚索,保密,4,芒果台看完蔡徐坤就过来[画风突变]
桔梗花上的鬼,保密,5,nbnb！！！
我要注册会员,保密,5,b站跨年晚会真的吼吼看期待明年[爱心]
夕又示,女,4,感谢所有台前幕后的工作人员，感谢所有参加表演的up们嘉宾们！这场晚会太好看了！继续加油！
箐荨腈,保密,5,真的，好厉害，这次晚会真的太棒了！
柑桔橙橘,女,5,我错过了什么宝藏[2233娘_吃惊]
我的十元里美超级美,保密,5,好看啊
Megumi偷走了重要的东西,保密,5,这才是给年轻人看的晚会[2233娘_大笑]
sunny031808,保密,2,非常喜欢的一次跨年晚会，根本舍不得快进！
看不见的太阳12345,女,4,666666
九个圈圈,保密,4,补课补课
姿鹤阿九,保密,2,1.2补课
沐北178,男,3,我要疯掉了
一林深一,保密,5,太棒了！看的超级开心！谢谢所有参演人员！！！！
风度翩翩的某男子,保密,5,吊锤各大卫视
傻哩傻骐,保密,3,新年快乐[2020]
